player,phase,total_innings,high_pressure_innings,low_pressure_innings,pts,high_dismissal_rate,low_dismissal_rate,sr_delta,high_pressure_sr,low_pressure_sr,boundary_delta,high_pressure_boundary_pct,low_pressure_boundary_pct,overall_sr,overall_dismissal_rate,overall_dot_density
Zeefa Jilani,PP,23,14,9,1.929,0.4286,0.2222,-44.39,56.07,100.46,-0.0487,0.0873,0.136,73.44,0.3478,0.5777
KY Chan,PP,18,6,12,4.0,0.3333,0.0833,-54.42,38.59,93.02,-0.0783,0.0411,0.1194,74.88,0.1667,0.4845
Shanzeen Shahzad,PP,23,14,9,1.929,0.4286,0.2222,-31.9,50.46,82.35,-0.0341,0.0593,0.0934,62.94,0.3478,0.5867
L Tucker,PP,13,3,10,1.667,0.3333,0.2,-51.52,78.79,130.31,-0.0559,0.1515,0.2074,118.42,0.2308,0.4498
J Fraser-McGurk,PP,22,4,18,2.25,0.75,0.3333,-70.65,97.41,168.06,-0.1091,0.1738,0.2829,155.22,0.4091,0.4346
RMVD Gunaratne,PP,27,13,14,2.154,0.4615,0.2143,-28.06,60.69,88.75,-0.0501,0.0833,0.1334,75.24,0.3333,0.5413
Ainna Hamizah Hashim,PP,18,11,7,1.591,0.4545,0.2857,-40.95,41.44,82.38,-0.0328,0.0612,0.0941,57.36,0.3889,0.6185
KR Mayers,PP,29,6,23,3.194,0.8333,0.2609,-51.26,81.63,132.89,-0.0914,0.1247,0.216,122.28,0.3793,0.4751
Shahreeennawab,PP,13,7,6,,0.5714,0.0,-8.46,44.31,52.76,0.0127,0.0718,0.0591,48.21,0.3077,0.5537
TI Gajanayake,PP,23,10,13,3.25,0.5,0.1538,-40.07,33.61,73.68,-0.0733,0.03,0.1033,56.26,0.3043,0.5687
SK Rana,PP,13,7,6,0.857,0.2857,0.3333,-58.05,28.44,86.49,-0.0887,0.015,0.1037,55.23,0.3077,0.5569
RK Paudel,PP,17,4,13,1.625,0.25,0.1538,-58.66,42.86,101.52,-0.1034,0.0436,0.1469,87.72,0.1765,0.4482
K Ndlovu,PP,31,8,23,1.725,0.375,0.2174,-28.34,69.27,97.61,-0.0161,0.1168,0.1329,90.3,0.2581,0.4965
D Doyle-Calle,PP,10,5,5,1.333,0.8,0.6,-71.59,70.31,141.9,-0.1234,0.1043,0.2277,106.1,0.7,0.5656
NJ Pius,PP,18,11,7,1.273,0.1818,0.1429,-29.15,56.56,85.71,-0.0301,0.0777,0.1077,67.9,0.1667,0.5983
Vinu Kumar,PP,10,4,6,1.5,0.25,0.1667,4.76,62.09,57.34,0.0617,0.0939,0.0321,59.24,0.2,0.5062
A Dizija,PP,21,8,13,3.25,1.0,0.3077,-56.32,41.59,97.91,-0.0938,0.0296,0.1234,76.45,0.5714,0.505
HT Tector,PP,11,4,7,1.75,0.25,0.1429,-83.64,49.56,133.2,-0.1138,0.087,0.2009,102.79,0.1818,0.4355
Aman Desai,PP,14,3,11,1.833,0.6667,0.3636,-42.38,80.5,122.88,-0.0367,0.1354,0.1721,113.8,0.4286,0.3961
Tenjin Rabgey,PP,19,5,14,2.8,0.6,0.2143,-31.55,61.86,93.42,-0.0331,0.0855,0.1186,85.11,0.3158,0.5038
S Ivetic,PP,10,3,7,7.0,1.0,0.1429,-22.03,77.57,99.61,0.0338,0.1593,0.1255,93.0,0.4,0.5039
G Mckeon,PP,15,3,12,4.0,0.3333,0.0833,-57.38,61.99,119.37,-0.1234,0.0613,0.1846,107.89,0.1333,0.4719
A Capsey,PP,11,3,8,2.667,0.3333,0.125,-58.99,89.42,148.4,-0.0936,0.1826,0.2762,132.32,0.1818,0.4445
SKS Gill,PP,11,3,8,0.667,0.3333,0.5,9.85,81.67,71.82,0.1101,0.1603,0.0502,74.5,0.4545,0.4739
S Singh,PP,16,7,9,2.571,0.2857,0.1111,-73.95,58.52,132.46,-0.1719,0.0553,0.2272,100.11,0.1875,0.4891
A Hunter,PP,41,4,37,4.625,1.0,0.2162,-74.94,37.44,112.38,-0.1282,0.0167,0.1449,105.07,0.2927,0.3984
A Lister,PP,10,3,7,1.556,0.6667,0.4286,-62.41,72.82,135.23,-0.1658,0.0905,0.2563,116.51,0.5,0.5044
S Horley,PP,11,4,7,0.875,0.5,0.5714,-14.21,57.69,71.9,-0.0221,0.065,0.0871,66.74,0.5455,0.5157
D Dhingra,PP,22,11,11,,0.6364,0.0,-26.74,58.54,85.27,0.0107,0.082,0.0713,71.91,0.3182,0.5352
GA Priandana,PP,35,8,27,1.875,0.625,0.3333,-67.44,44.8,112.25,-0.1139,0.0484,0.1623,96.83,0.4,0.4508
K Kadowaki-Fleming,PP,26,3,23,0.0,0.0,0.1739,-73.3,68.67,141.97,-0.1301,0.0798,0.2099,133.51,0.1538,0.3834
H Goto,PP,10,7,3,,0.5714,0.0,-25.24,35.1,60.34,0.0014,0.0365,0.0351,42.67,0.4,0.6292
A Kano,PP,12,3,9,0.857,0.6667,0.7778,-2.47,59.47,61.94,0.0624,0.1004,0.0379,61.33,0.75,0.4766
A Johnson,PP,19,5,14,3.733,0.8,0.2143,-73.97,77.9,151.86,-0.125,0.1385,0.2635,132.4,0.3684,0.4858
Imran Anwar,PP,16,4,12,9.0,0.75,0.0833,-56.15,75.0,131.15,-0.0503,0.1274,0.1777,117.11,0.25,0.4469
Sohail Ahmed,PP,12,3,9,,0.0,0.0,-83.77,47.96,131.73,-0.1409,0.0463,0.1872,110.79,0.0,0.4447
P Sharma,PP,14,4,10,1.25,0.5,0.4,-68.51,47.64,116.15,-0.1185,0.0606,0.1791,96.57,0.4286,0.4214
A Turay,PP,13,4,9,1.688,0.75,0.4444,-57.99,61.52,119.51,-0.1207,0.0502,0.171,101.67,0.5385,0.4563
Dilara Akter,PP,15,3,12,1.6,0.6667,0.4167,-88.74,22.9,111.64,-0.1591,0.0,0.1591,93.89,0.4667,0.4657
J Brown,PP,30,8,22,1.925,0.875,0.4545,-59.84,90.8,150.64,-0.0936,0.1475,0.2411,134.68,0.5667,0.476
E Iloku,PP,30,18,12,2.667,0.4444,0.1667,-43.03,44.72,87.75,-0.0709,0.0409,0.1118,61.93,0.3333,0.5731
P Kurup,PP,34,7,27,3.857,0.7143,0.1852,-78.12,47.69,125.81,-0.1472,0.0498,0.1971,109.72,0.2941,0.4429
AM Hardie,PP,16,3,13,1.444,0.3333,0.2308,-45.6,80.61,126.21,-0.0305,0.1503,0.1808,117.66,0.25,0.4135
S Mostary,PP,15,6,9,1.5,0.3333,0.2222,-51.79,49.93,101.72,-0.0834,0.0823,0.1656,81.0,0.2667,0.5377
Tilak Varma,PP,15,3,12,0.0,0.0,0.1667,-66.97,87.4,154.37,-0.1255,0.1113,0.2368,140.98,0.1333,0.3922
M Rathnayake,PP,14,8,6,1.875,0.625,0.3333,-48.77,52.11,100.88,-0.07,0.0784,0.1483,73.02,0.5,0.5653
R Obuya,PP,15,6,9,1.0,0.3333,0.3333,-53.84,70.58,124.42,-0.0821,0.113,0.1951,102.89,0.3333,0.5375
DEM Carter,PP,17,3,14,0.0,0.0,0.3571,-29.88,74.73,104.61,-0.0403,0.1052,0.1456,99.33,0.2941,0.5043
KK Lin Thu,PP,15,10,5,3.0,0.6,0.2,-47.14,41.29,88.42,-0.0418,0.0439,0.0857,57.0,0.4667,0.5486
S Pradhan,PP,16,4,12,1.2,0.5,0.4167,-34.27,57.65,91.92,-0.0347,0.0879,0.1226,83.35,0.4375,0.496
S Desungnoen,PP,11,4,7,1.75,0.5,0.2857,-65.88,51.66,117.54,-0.0947,0.0477,0.1424,93.58,0.3636,0.4736
Pyae Phyo Wai,PP,12,5,7,0.7,0.2,0.2857,-61.21,40.98,102.19,-0.0877,0.0196,0.1074,76.69,0.25,0.4741
A Argyropoulou,PP,12,3,9,3.0,0.6667,0.2222,-36.42,27.15,63.57,-0.0573,0.0,0.0573,54.46,0.3333,0.4244
IJR Zwilling,PP,16,3,13,2.6,1.0,0.3846,-44.37,72.91,117.28,-0.0337,0.1301,0.1638,108.96,0.5,0.4464
KM Myat,PP,12,4,8,2.0,0.25,0.125,-33.89,37.02,70.91,-0.0541,0.0227,0.0768,59.61,0.1667,0.5308
O Manishimwe,PP,26,8,18,1.286,0.5,0.3889,-42.32,52.98,95.3,-0.0727,0.0818,0.1544,82.28,0.4231,0.553
S Chinawa,PP,13,10,3,1.2,0.4,0.3333,-10.71,56.82,67.53,-0.0377,0.0767,0.1144,59.29,0.3846,0.6243
E Kamara,PP,19,3,16,2.667,0.3333,0.125,-34.92,52.72,87.64,-0.0384,0.0474,0.0858,82.13,0.1579,0.387
F Conteh,PP,11,7,4,,0.0,0.0,-7.53,49.24,56.78,0.0205,0.0443,0.0238,51.98,0.0,0.5842
IE Mulhovo,PP,10,6,4,,0.5,0.0,-10.57,27.96,38.52,0.0104,0.02,0.0096,32.18,0.3,0.6093
Zi Mei,PP,11,8,3,1.5,0.5,0.3333,-43.22,23.92,67.14,-0.0214,0.0119,0.0333,35.71,0.4545,0.6002
Zon Lin,PP,17,3,14,,0.6667,0.0,-11.18,86.35,97.52,0.0335,0.1527,0.1192,95.55,0.1176,0.484
NLKWR Dewi,PP,13,3,10,0.0,0.0,0.1,-27.5,57.5,85.0,-0.0067,0.0639,0.0706,78.65,0.0769,0.4339
NPAN Sakarini,PP,18,4,14,0.0,0.0,0.2143,-19.7,46.2,65.9,-0.0053,0.0577,0.063,61.52,0.1667,0.5139
M Corazon,PP,14,6,8,2.667,0.3333,0.125,-52.42,67.9,120.32,-0.0967,0.1096,0.2064,97.85,0.2143,0.5277
LV Boas,PP,10,5,5,5.0,1.0,0.2,-47.91,45.87,93.78,-0.112,0.0206,0.1326,69.82,0.6,0.5348
E Wachira,PP,11,6,5,0.833,0.1667,0.2,-26.86,48.49,75.35,-0.0417,0.0436,0.0853,60.7,0.1818,0.5398
CV Anto,PP,20,3,17,1.889,0.6667,0.3529,-84.52,80.0,164.52,-0.1368,0.1111,0.2479,151.85,0.4,0.3693
Anjar Tadarus,PP,18,8,10,3.125,0.625,0.2,-42.87,42.96,85.83,-0.0834,0.0565,0.14,66.78,0.3889,0.5785
US Hathinjar,PP,14,3,11,1.048,0.6667,0.6364,-48.28,51.84,100.12,-0.041,0.0881,0.1291,89.77,0.6429,0.4694
M Uwase,PP,17,11,6,0.409,0.2727,0.6667,-30.69,55.04,85.73,-0.0286,0.0749,0.1035,65.87,0.4118,0.6053
KD Kesuma,PP,34,11,23,1.464,0.6364,0.4348,-52.54,65.11,117.65,-0.0852,0.1016,0.1869,100.66,0.5,0.4714
M Podosky,PP,10,4,6,4.5,0.75,0.1667,-104.43,60.09,164.52,-0.162,0.0996,0.2616,122.75,0.4,0.4951
Saim Ayub,PP,25,7,18,1.714,0.5714,0.3333,-52.06,86.88,138.94,-0.1203,0.1181,0.2383,124.37,0.4,0.4595
C Chatphaisan,PP,23,5,18,1.35,0.6,0.4444,-11.49,94.95,106.43,0.0031,0.1479,0.1448,103.94,0.4783,0.468
MB Kruger,PP,18,7,11,0.224,0.1429,0.6364,-73.19,56.49,129.68,-0.1276,0.0802,0.2078,101.22,0.4444,0.5042
M Levitt,PP,19,3,16,3.556,0.6667,0.1875,-63.14,76.07,139.21,-0.107,0.097,0.204,129.24,0.2632,0.4383
N Mugabe,PP,13,3,10,3.333,0.6667,0.2,-72.71,41.94,114.66,-0.1181,0.0351,0.1532,97.88,0.3077,0.4575
T Shadrack,PP,11,7,4,1.143,0.2857,0.25,-44.91,24.23,69.14,-0.0132,0.0,0.0132,40.56,0.2727,0.6156
O Kgeresi,PP,12,7,5,,0.5714,0.0,-31.33,40.61,71.94,-0.0278,0.0205,0.0483,53.67,0.3333,0.5474
Gull Feroza,PP,10,3,7,1.167,0.3333,0.2857,-47.44,63.05,110.49,-0.0792,0.1101,0.1893,96.26,0.3,0.5207
Q Joseph,PP,13,6,7,3.5,0.5,0.1429,-69.5,83.41,152.91,-0.1243,0.1458,0.2701,120.83,0.3077,0.5186
Tanzid Hasan,PP,24,3,21,2.333,0.6667,0.2857,-29.07,93.18,122.25,-0.0138,0.1692,0.183,118.62,0.3333,0.4492
Karanbir Singh,PP,28,9,19,0.704,0.2222,0.3158,-74.56,77.51,152.07,-0.1232,0.1472,0.2704,128.1,0.2857,0.4813
P Molkenboer,PP,17,6,11,1.833,0.5,0.2727,-38.35,58.57,96.92,-0.0538,0.0871,0.141,83.39,0.3529,0.5207
B Fitchet,PP,10,3,7,1.4,1.0,0.7143,-67.05,48.39,115.44,-0.1199,0.0559,0.1758,95.33,0.8,0.506
Selim Salau,PP,26,7,19,0.543,0.1429,0.2632,-36.59,76.78,113.37,-0.0159,0.1263,0.1422,103.52,0.2308,0.4401
A Suwanchonrathi,PP,12,5,7,2.8,0.8,0.2857,-22.19,56.23,78.42,0.0369,0.1097,0.0727,69.17,0.5,0.5724
K Vijayaraghavan,PP,11,5,6,1.2,0.4,0.3333,-51.79,23.39,75.17,-0.0464,0.01,0.0564,51.63,0.3636,0.5435
AS Gorad,PP,10,6,4,0.667,0.3333,0.5,-15.36,43.25,58.61,-0.011,0.0418,0.0528,49.4,0.4,0.5943
R Dianish,PP,11,4,7,0.583,0.25,0.4286,-47.29,76.36,123.64,-0.0345,0.1251,0.1596,106.45,0.3636,0.4899
Ahmad Ramdoni,PP,11,4,7,,0.5,0.0,-23.55,55.82,79.37,0.0163,0.0972,0.0809,70.8,0.1818,0.5541
A Limdawala,PP,12,5,7,1.05,0.6,0.5714,-14.27,84.44,98.72,-0.0003,0.1218,0.1221,92.77,0.5833,0.5159
TT Aung,PP,11,8,3,1.5,0.5,0.3333,-18.78,40.63,59.41,-0.0059,0.0452,0.0511,45.75,0.4545,0.648
Asif Ali,PP,24,4,20,0.0,0.0,0.35,-83.08,74.92,158.0,-0.1439,0.1152,0.2592,144.15,0.2917,0.4189
Fiaz Ahmed,PP,16,3,13,0.0,0.0,0.1538,-58.77,65.28,124.04,-0.0933,0.0971,0.1904,113.02,0.125,0.4445
J Baker,PP,17,5,12,1.2,0.4,0.3333,-58.65,83.91,142.57,-0.1252,0.1206,0.2458,125.32,0.3529,0.4968
ABY Smith,PP,13,4,9,2.25,0.25,0.1111,-34.11,26.06,60.17,-0.0202,0.0,0.0202,49.67,0.1538,0.4778
W Hornero-Garcia,PP,14,4,10,1.667,0.5,0.3,-48.04,42.84,90.89,-0.0413,0.0566,0.0979,77.16,0.3571,0.4642
SB Styris,MO,23,3,20,1.212,0.6667,0.55,-31.32,92.02,123.34,0.0069,0.1422,0.1352,119.25,0.5652,0.3232
KP Pietersen,MO,63,5,58,1.406,0.8,0.569,-59.33,77.67,137.01,-0.0716,0.084,0.1556,132.3,0.5873,0.2828
PD Collingwood,MO,23,4,19,2.714,1.0,0.3684,-52.47,79.58,132.05,-0.0835,0.0573,0.1408,122.93,0.4783,0.2931
JH Kallis,MO,63,6,57,1.696,0.8333,0.4912,-18.9,86.54,105.44,-0.0026,0.0855,0.0881,103.64,0.5238,0.2994
A Symonds,MO,30,4,26,0.591,0.25,0.4231,-87.97,55.54,143.52,-0.1398,0.0348,0.1746,131.79,0.4,0.2973
MV Boucher,MO,16,3,13,2.167,1.0,0.4615,-46.77,62.87,109.64,-0.0447,0.0667,0.1114,100.88,0.5625,0.3412
KC Sangakkara,MO,77,11,66,1.143,0.7273,0.6364,-51.65,72.14,123.79,-0.0646,0.0677,0.1323,116.41,0.6494,0.2944
ST Jayasuriya,MO,15,3,12,1.2,1.0,0.8333,-87.42,70.83,158.25,-0.1486,0.0721,0.2207,140.77,0.8667,0.3293
Mohammad Hafeez,MO,45,6,39,1.083,0.6667,0.6154,-68.82,64.61,133.43,-0.0988,0.0568,0.1556,124.25,0.6222,0.3196
JA Morkel,MO,21,6,15,2.5,0.6667,0.2667,-56.13,78.92,135.05,-0.0808,0.0728,0.1536,119.01,0.381,0.3672
KD Karthik,MO,115,14,101,1.804,0.6429,0.3564,-51.21,78.54,129.75,-0.0678,0.0871,0.1549,123.52,0.3913,0.2921
LRPL Taylor,MO,73,7,66,0.754,0.2857,0.3788,-30.55,86.11,116.66,-0.0161,0.088,0.1041,113.73,0.3699,0.2917
TM Dilshan,MO,47,6,41,2.135,0.8333,0.3902,-51.92,58.53,110.45,-0.0747,0.0431,0.1178,103.82,0.4468,0.3291
MN Samuels,MO,38,13,25,1.224,0.5385,0.44,-37.38,86.96,124.34,-0.041,0.103,0.144,111.55,0.4737,0.3938
CH Gayle,MO,86,6,80,1.185,0.6667,0.5625,-50.59,98.58,149.18,-0.0486,0.1417,0.1903,145.65,0.5698,0.3025
Mahmudullah,MO,62,17,45,0.827,0.2941,0.3556,-44.86,73.7,118.55,-0.049,0.0684,0.1174,106.25,0.3387,0.3411
CO Obuya,MO,27,7,20,1.905,0.8571,0.45,-51.33,72.08,123.41,-0.0779,0.046,0.1238,110.11,0.5556,0.3442
Shoaib Malik,MO,60,9,51,2.088,0.7778,0.3725,-52.49,71.79,124.27,-0.0752,0.0473,0.1225,116.4,0.4333,0.2933
BJ Hodge,MO,61,8,53,1.44,0.625,0.434,-60.89,62.69,123.58,-0.0963,0.0384,0.1347,115.59,0.459,0.3233
BRM Taylor,MO,20,5,15,1.8,0.6,0.3333,-59.41,70.12,129.53,-0.0879,0.0539,0.1418,114.68,0.4,0.3176
MEK Hussey,MO,57,6,51,1.159,0.5,0.4314,-62.73,68.92,131.65,-0.0677,0.0626,0.1303,125.04,0.4386,0.2655
IK Pathan,MO,31,7,24,1.247,0.5714,0.4583,-37.4,62.42,99.82,-0.0328,0.0428,0.0757,91.37,0.4839,0.3629
MS Dhoni,MO,142,39,103,2.054,0.359,0.1748,-43.79,68.96,112.75,-0.0349,0.0613,0.0961,100.73,0.2254,0.347
RV Uthappa,MO,92,11,81,1.052,0.6364,0.6049,-55.05,80.31,135.36,-0.0594,0.0994,0.1588,128.78,0.6087,0.3027
DPMD Jayawardene,MO,62,7,55,2.245,0.8571,0.3818,-40.21,77.06,117.27,-0.0428,0.0818,0.1246,112.73,0.4355,0.3124
G Gambhir,MO,70,7,63,2.333,1.0,0.4286,-42.68,80.55,123.23,-0.04,0.0834,0.1234,118.96,0.4857,0.2415
Shakib Al Hasan,MO,76,9,67,1.628,0.7778,0.4776,-55.9,66.48,122.38,-0.0747,0.0566,0.1313,115.76,0.5132,0.3098
BB McCullum,MO,81,4,77,1.604,1.0,0.6234,-43.61,88.6,132.21,-0.0499,0.1029,0.1528,130.06,0.642,0.2883
RG Sharma,MO,167,17,150,1.74,0.8235,0.4733,-53.95,77.73,131.68,-0.0657,0.082,0.1477,126.19,0.509,0.292
Yuvraj Singh,MO,110,33,77,1.604,0.6667,0.4156,-57.61,83.05,140.66,-0.0894,0.0918,0.1812,123.38,0.4909,0.377
AB de Villiers,MO,126,6,120,1.176,0.5,0.425,-47.69,91.54,139.23,-0.0533,0.0963,0.1496,136.96,0.4286,0.2508
D Ramdin,MO,16,5,11,1.65,0.6,0.3636,-64.19,65.15,129.35,-0.0835,0.0608,0.1443,109.29,0.4375,0.3432
J Botha,MO,22,3,19,2.533,0.6667,0.2632,-25.12,74.27,99.38,0.0155,0.0804,0.0649,95.96,0.3182,0.3153
DJ Bravo,MO,80,18,62,0.804,0.3889,0.4839,-35.84,76.92,112.76,-0.0395,0.0672,0.1067,104.69,0.4625,0.3581
RA Jadeja,MO,76,15,61,1.83,0.6,0.3279,-42.09,73.82,115.9,-0.0549,0.0585,0.1134,107.6,0.3816,0.3169
S Dhawan,MO,118,9,109,1.367,0.7778,0.5688,-38.09,88.37,126.46,-0.0235,0.1137,0.1372,123.55,0.5847,0.2597
SK Raina,MO,146,10,136,1.912,0.9,0.4706,-38.41,92.62,131.03,-0.0191,0.1257,0.1448,128.4,0.5,0.2567
DJ Hussey,MO,78,11,67,1.523,0.7273,0.4776,-41.62,79.66,121.28,-0.0282,0.0887,0.1169,115.41,0.5128,0.3139
SC Ganguly,MO,29,7,22,1.209,0.7143,0.5909,-50.66,58.66,109.32,-0.0565,0.0618,0.1183,97.09,0.6207,0.3869
R Dravid,MO,46,3,43,1.303,1.0,0.7674,-41.37,77.03,118.4,-0.0475,0.0738,0.1213,115.71,0.7826,0.288
V Kohli,MO,213,16,197,2.148,0.9375,0.4365,-48.25,78.98,127.23,-0.0462,0.0809,0.1271,123.6,0.4742,0.2561
SR Watson,MO,94,14,80,1.633,0.8571,0.525,-60.58,103.1,163.68,-0.092,0.1316,0.2236,154.66,0.5745,0.2987
YK Pathan,MO,64,11,53,1.676,0.7273,0.434,-46.9,97.27,144.17,-0.0585,0.1242,0.1827,136.11,0.4844,0.3289
SS Tiwary,MO,39,6,33,0.579,0.3333,0.5758,-35.82,78.79,114.61,-0.0235,0.0838,0.1074,109.1,0.5385,0.3225
MK Tiwary,MO,42,4,38,0.95,0.25,0.2632,-14.25,97.63,111.88,0.016,0.1291,0.1132,110.52,0.2619,0.3104
SE Marsh,MO,89,7,82,1.745,1.0,0.5732,-44.57,99.75,144.32,-0.0254,0.1429,0.1683,140.81,0.6067,0.2571
WP Saha,MO,46,9,37,1.799,0.7778,0.4324,-45.61,73.86,119.47,-0.0512,0.0567,0.1078,110.54,0.5,0.2962
CL White,MO,76,12,64,1.58,0.6667,0.4219,-41.0,87.79,128.79,-0.0471,0.0871,0.1342,122.32,0.4605,0.3086
S Badrinath,MO,32,3,29,1.381,0.6667,0.4828,-35.8,85.2,121.0,-0.0317,0.1099,0.1416,117.64,0.5,0.3039
Y Venugopal Rao,MO,23,8,15,0.804,0.375,0.4667,-17.94,101.97,119.9,-0.0183,0.1159,0.1342,113.66,0.4348,0.3455
LA Pomersbach,MO,11,3,8,1.333,0.6667,0.5,-67.02,67.78,134.8,-0.1196,0.0555,0.1752,116.52,0.5455,0.3797
SR Tendulkar,MO,37,3,34,1.889,1.0,0.5294,-56.79,62.47,119.26,-0.0463,0.0862,0.1325,114.65,0.5676,0.2785
DR Smith,MO,36,6,30,1.429,1.0,0.7,-41.41,114.7,156.11,-0.0329,0.1785,0.2114,149.2,0.75,0.3306
CK Kapugedera,MO,17,4,13,1.625,0.75,0.4615,-26.24,77.78,104.02,-0.0053,0.1005,0.1057,97.84,0.5294,0.3794
KA Pollard,MO,99,22,77,1.086,0.4091,0.3766,-52.29,78.85,131.13,-0.0731,0.0868,0.1598,119.52,0.3838,0.339
DA Warner,MO,138,10,128,1.719,0.9,0.5234,-53.35,86.43,139.77,-0.0613,0.0954,0.1567,135.91,0.5507,0.2615
JP Duminy,MO,80,9,71,2.906,0.7778,0.2676,-39.95,73.69,113.64,-0.0348,0.0594,0.0942,109.14,0.325,0.2803
MJ Guptill,MO,40,3,37,1.682,1.0,0.5946,-52.8,88.79,141.59,-0.0469,0.1101,0.157,137.63,0.625,0.2732
LMP Simmons,MO,44,12,32,1.27,0.8333,0.6562,-66.08,74.5,140.57,-0.1085,0.0702,0.1787,122.55,0.7045,0.3568
HM Amla,MO,23,3,20,2.5,1.0,0.4,-49.74,78.72,128.46,-0.0449,0.0763,0.1213,121.97,0.4783,0.2489
RS Bopara,MO,26,3,23,2.091,1.0,0.4783,-42.4,76.89,119.3,-0.0454,0.0511,0.0965,114.4,0.5385,0.2829
TL Suman,MO,17,4,13,1.083,0.5,0.4615,-37.44,92.59,130.02,-0.0299,0.1154,0.1453,121.22,0.4706,0.3426
MC Henriques,MO,120,8,112,1.094,0.625,0.5714,-52.72,76.51,129.23,-0.0658,0.0633,0.1291,125.71,0.575,0.2761
NV Ojha,MO,25,4,21,1.75,0.75,0.4286,-27.37,99.63,127.0,-0.0274,0.1137,0.1412,122.62,0.48,0.348
AD Mathews,MO,50,6,44,3.143,1.0,0.3182,-41.31,69.82,111.13,-0.028,0.0647,0.0927,106.17,0.4,0.3207
GJ Bailey,MO,55,8,47,1.13,0.625,0.5532,-51.05,77.15,128.2,-0.0586,0.0609,0.1196,120.77,0.5636,0.2768
MK Pandey,MO,97,11,86,1.69,0.7273,0.4302,-38.92,82.84,121.75,-0.0232,0.0921,0.1154,117.34,0.4639,0.277
ADS Fletcher,MO,16,3,13,1.857,1.0,0.5385,-50.36,63.01,113.37,-0.0534,0.0494,0.1028,103.92,0.625,0.3485
Shahid Afridi,MO,28,4,24,1.846,1.0,0.5417,-89.65,58.34,147.99,-0.1322,0.0428,0.175,135.18,0.6071,0.2887
GC Wilson,MO,24,7,17,1.079,0.5714,0.5294,-21.93,83.55,105.48,-0.0211,0.0761,0.0972,99.08,0.5417,0.3717
Mushfiqur Rahim,MO,34,4,30,0.938,0.5,0.5333,-46.8,70.24,117.04,-0.0428,0.0744,0.1171,111.53,0.5294,0.2999
KJ O'Brien,MO,25,3,22,0.489,0.3333,0.6818,-52.47,75.2,127.67,-0.0818,0.0526,0.1345,121.37,0.64,0.2825
AE Satterthwaite,MO,33,5,28,1.05,0.6,0.5714,-61.58,52.95,114.53,-0.0905,0.0412,0.1317,105.2,0.5758,0.343
M Raj,MO,29,3,26,1.733,0.6667,0.3846,-37.9,69.47,107.37,-0.044,0.0652,0.1092,103.45,0.4138,0.3137
AJ Blackwell,MO,18,4,14,1.75,0.75,0.4286,-34.72,57.86,92.58,-0.022,0.034,0.0559,84.86,0.5,0.3364
LS Greenway,MO,15,4,11,2.75,0.5,0.1818,-47.02,44.78,91.8,-0.048,0.0281,0.0761,79.26,0.2667,0.3673
Umar Akmal,MO,40,3,37,4.111,1.0,0.2432,-35.61,88.33,123.95,-0.0484,0.0734,0.1218,121.27,0.3,0.2997
CN Nation,MO,20,12,8,0.8,0.5,0.625,-29.22,68.83,98.05,-0.039,0.0639,0.1029,80.52,0.55,0.4886
DJS Dottin,MO,37,13,24,1.846,0.6923,0.375,-36.99,102.58,139.58,-0.0345,0.1279,0.1624,126.58,0.4865,0.3846
MR Aguilleira,MO,13,8,5,,0.5,0.0,-21.46,60.51,81.96,0.0149,0.0515,0.0366,68.76,0.3077,0.5069
EJG Morgan,MO,100,15,85,1.619,0.6667,0.4118,-43.62,83.33,126.95,-0.0558,0.091,0.1468,120.4,0.45,0.3203
TR Birt,MO,15,4,11,1.65,0.75,0.4545,-44.03,98.18,142.21,-0.0865,0.0869,0.1734,130.47,0.5333,0.3526
AT Rayudu,MO,96,9,87,1.841,0.8889,0.4828,-62.68,63.11,125.78,-0.091,0.048,0.139,119.91,0.5208,0.2999
KM Jadhav,MO,27,3,24,0.727,0.3333,0.4583,-17.28,104.82,122.09,0.0263,0.1543,0.128,120.17,0.4444,0.2757
R Ashwin,MO,18,5,13,0.371,0.2,0.5385,-66.98,56.73,123.71,-0.1151,0.0167,0.1318,105.1,0.4444,0.3303
AJ Finch,MO,119,9,110,1.45,0.7778,0.5364,-29.49,104.64,134.13,-0.0186,0.133,0.1516,131.9,0.5546,0.284
MR Marsh,MO,90,6,84,1.333,0.6667,0.5,-57.21,76.13,133.34,-0.0903,0.0614,0.1517,129.53,0.5111,0.2882
LD Chandimal,MO,22,3,19,1.462,1.0,0.6842,-19.67,80.2,99.87,-0.0344,0.0442,0.0786,97.19,0.7273,0.3255
NLTC Perera,MO,23,4,19,1.425,0.75,0.5263,-59.0,85.54,144.54,-0.0751,0.0955,0.1706,134.28,0.5652,0.3151
DJG Sammy,MO,11,3,8,0.0,0.0,0.375,-5.03,102.83,107.86,0.029,0.1313,0.1023,106.49,0.2727,0.366
H Kaur,MO,84,17,67,1.232,0.5882,0.4776,-33.96,80.44,114.4,-0.0289,0.0968,0.1256,107.53,0.5,0.3431
B Cooper,MO,14,10,4,3.2,0.8,0.25,-56.31,58.36,114.67,-0.0967,0.0388,0.1355,74.45,0.6429,0.5152
SFM Devine,MO,45,8,37,1.285,0.625,0.4865,-58.02,65.12,123.15,-0.0627,0.07,0.1327,112.83,0.5111,0.3147
